language,tweet
spa,@manurebs eu sonhei que eu tinha um gato foi estranho
por,"@carolin30575079 vindo de uma grande gostosa, vou tentar acreditar"
por,"RT @isaalenncar_: Gente, e meu gato que não sabe beber água na fonte KKKKKK @BichinhosFB https://t.co/0PcrNwomyV"
epo,meio rafis hj
tsn,@aicarolho1 mto triste olhar foto antiga e ficar oxe eu era mo gostosa e n sabia
ita,@vlssws esse icon eh lindo
glg,"deus me fez gostosa, mas antes me deu uns aninhos pra testar minha humildade 

deus me fez gostosa, mas ante… https://t.co/6HWrZksogz"
por,RT @otavvior: tem dobrinha na barriga= gostoso(a)
por,Eita homem lindo da porra
por,@icarusfsm q linda fancam
por,@dmtyaman Lindo de se ver!🙆🏻‍♀️🤍
por,pq não nasci linda papai do céu??
por,RT @chinainboxz: e nas brigas eu to sempre do lado da mais gostosa
spa,@bresantosdc Chorei ;-; Que lindo!!
por,"sem condições esse álbum do Gil com a Flor
QUE COISA MAIS LINDA
https://t.co/cX094kSgVz"
por,RT @ChubbyEChaser: #TBT daquela metida gostosa no rabão do meu marido 🍁😈😏 ... https://t.co/6OokHwTFic
por,"@LevesTombos ele olhou, tipo Linda, to gravando kkkk"
por,COMO PODE SER TÃO LINDO MEU DEUS
por,"RT @isaalenncar_: Gente, e meu gato que não sabe beber água na fonte KKKKKK @BichinhosFB https://t.co/0PcrNwomyV"
por,@Skulls_Mystery lindo agora manda foto do olho do **
por,"RT @rodrixxt: mi: “te amo!”
ste: “que?”
mi: “te amo!”
ste: “ai que linda, eu tbm amo você!”
mi: “é o primeiro!” 🆘🆘🆘
(beijinhos)
mi: “boa no…"
spa,@mallszx @jakemyrefuge @ENHYPEN_members Que linda 😍
por,@joshconceptual nem sei mais
glg,RT @DjIsaaa: a vida tá gostosa amor 😂😂😂😂😂 https://t.co/09jACMUIT7
por,"RT @beatrovs: E ama os animais, tá ligado eu sou o bicho 😻🐈🛹
Divulgando a adoção do Chorão, gato super fofo e meigo, para quem procura um c…"
por,"RT @LinaNakamura: Mais um pra marcar bem essa hashtag mais gostosa do Twitter #GostosasConfrariaRS 
🔥 @Confraria161
🔥 @ConfraNews 
🎬 https:…"
spa,@manurebs eu sonhei que eu tinha um gato foi estranho
por,"@carolin30575079 vindo de uma grande gostosa, vou tentar acreditar"
por,"RT @isaalenncar_: Gente, e meu gato que não sabe beber água na fonte KKKKKK @BichinhosFB https://t.co/0PcrNwomyV"
epo,meio rafis hj
tsn,@aicarolho1 mto triste olhar foto antiga e ficar oxe eu era mo gostosa e n sabia
ita,@vlssws esse icon eh lindo
glg,"deus me fez gostosa, mas antes me deu uns aninhos pra testar minha humildade 

deus me fez gostosa, mas ante… https://t.co/6HWrZksogz"
por,RT @otavvior: tem dobrinha na barriga= gostoso(a)
por,Eita homem lindo da porra
por,"quanto vc mudou em 2 anos?

eu me achava linda, credo https://t.co/SzybZ0sSgH"
por,@icarusfsm q linda fancam
por,@dmtyaman Lindo de se ver!🙆🏻‍♀️🤍
por,pq não nasci linda papai do céu??
por,RT @chinainboxz: e nas brigas eu to sempre do lado da mais gostosa
spa,@bresantosdc Chorei ;-; Que lindo!!
por,"sem condições esse álbum do Gil com a Flor
QUE COISA MAIS LINDA
https://t.co/cX094kSgVz"
por,RT @ChubbyEChaser: #TBT daquela metida gostosa no rabão do meu marido 🍁😈😏 ... https://t.co/6OokHwTFic
por,"@LevesTombos ele olhou, tipo Linda, to gravando kkkk"
por,COMO PODE SER TÃO LINDO MEU DEUS
por,"RT @isaalenncar_: Gente, e meu gato que não sabe beber água na fonte KKKKKK @BichinhosFB https://t.co/0PcrNwomyV"
por,@Skulls_Mystery lindo agora manda foto do olho do **
por,"RT @rodrixxt: mi: “te amo!”
ste: “que?”
mi: “te amo!”
ste: “ai que linda, eu tbm amo você!”
mi: “é o primeiro!” 🆘🆘🆘
(beijinhos)
mi: “boa no…"
spa,@mallszx @jakemyrefuge @ENHYPEN_members Que linda 😍
por,@joshconceptual nem sei mais
glg,RT @DjIsaaa: a vida tá gostosa amor 😂😂😂😂😂 https://t.co/09jACMUIT7
por,"RT @beatrovs: E ama os animais, tá ligado eu sou o bicho 😻🐈🛹
Divulgando a adoção do Chorão, gato super fofo e meigo, para quem procura um c…"
por,"RT @LinaNakamura: Mais um pra marcar bem essa hashtag mais gostosa do Twitter #GostosasConfrariaRS 
🔥 @Confraria161
🔥 @ConfraNews 
🎬 https:…"
spa,@manurebs eu sonhei que eu tinha um gato foi estranho
por,"@carolin30575079 vindo de uma grande gostosa, vou tentar acreditar"
por,"RT @isaalenncar_: Gente, e meu gato que não sabe beber água na fonte KKKKKK @BichinhosFB https://t.co/0PcrNwomyV"
epo,meio rafis hj
tsn,@aicarolho1 mto triste olhar foto antiga e ficar oxe eu era mo gostosa e n sabia
ita,@vlssws esse icon eh lindo
glg,"deus me fez gostosa, mas antes me deu uns aninhos pra testar minha humildade 

deus me fez gostosa, mas ante… https://t.co/6HWrZksogz"
por,RT @otavvior: tem dobrinha na barriga= gostoso(a)
por,Eita homem lindo da porra
por,"quanto vc mudou em 2 anos?

eu me achava linda, credo https://t.co/SzybZ0sSgH"
por,@vitorjann vc é lindo vei
por,@icarusfsm q linda fancam
por,@dmtyaman Lindo de se ver!🙆🏻‍♀️🤍
por,pq não nasci linda papai do céu??
por,RT @chinainboxz: e nas brigas eu to sempre do lado da mais gostosa
spa,@bresantosdc Chorei ;-; Que lindo!!
por,"sem condições esse álbum do Gil com a Flor
QUE COISA MAIS LINDA
https://t.co/cX094kSgVz"
por,RT @ChubbyEChaser: #TBT daquela metida gostosa no rabão do meu marido 🍁😈😏 ... https://t.co/6OokHwTFic
por,"@LevesTombos ele olhou, tipo Linda, to gravando kkkk"
por,COMO PODE SER TÃO LINDO MEU DEUS
por,"RT @isaalenncar_: Gente, e meu gato que não sabe beber água na fonte KKKKKK @BichinhosFB https://t.co/0PcrNwomyV"
por,@Skulls_Mystery lindo agora manda foto do olho do **
por,"RT @rodrixxt: mi: “te amo!”
ste: “que?”
mi: “te amo!”
ste: “ai que linda, eu tbm amo você!”
mi: “é o primeiro!” 🆘🆘🆘
(beijinhos)
mi: “boa no…"
spa,@mallszx @jakemyrefuge @ENHYPEN_members Que linda 😍
por,@joshconceptual nem sei mais
glg,RT @DjIsaaa: a vida tá gostosa amor 😂😂😂😂😂 https://t.co/09jACMUIT7
por,"RT @beatrovs: E ama os animais, tá ligado eu sou o bicho 😻🐈🛹
Divulgando a adoção do Chorão, gato super fofo e meigo, para quem procura um c…"
por,"RT @LinaNakamura: Mais um pra marcar bem essa hashtag mais gostosa do Twitter #GostosasConfrariaRS 
🔥 @Confraria161
🔥 @ConfraNews 
🎬 https:…"
spa,@manurebs eu sonhei que eu tinha um gato foi estranho
por,"@carolin30575079 vindo de uma grande gostosa, vou tentar acreditar"
por,"RT @isaalenncar_: Gente, e meu gato que não sabe beber água na fonte KKKKKK @BichinhosFB https://t.co/0PcrNwomyV"
epo,meio rafis hj
tsn,@aicarolho1 mto triste olhar foto antiga e ficar oxe eu era mo gostosa e n sabia
ita,@vlssws esse icon eh lindo
glg,"deus me fez gostosa, mas antes me deu uns aninhos pra testar minha humildade 

deus me fez gostosa, mas ante… https://t.co/6HWrZksogz"
por,RT @otavvior: tem dobrinha na barriga= gostoso(a)
por,Eita homem lindo da porra
por,"quanto vc mudou em 2 anos?

eu me achava linda, credo https://t.co/SzybZ0sSgH"
por,@vitorjann vc é lindo vei
por,Acho lindo quem tem grupinho de amiguinhos meus amigo são tdo aleatório e normalmente não tem vínculos em comum fic… https://t.co/0zSXM2CoQT
por,@icarusfsm q linda fancam
por,@dmtyaman Lindo de se ver!🙆🏻‍♀️🤍
por,pq não nasci linda papai do céu??
por,RT @chinainboxz: e nas brigas eu to sempre do lado da mais gostosa
spa,@bresantosdc Chorei ;-; Que lindo!!
por,"sem condições esse álbum do Gil com a Flor
QUE COISA MAIS LINDA
https://t.co/cX094kSgVz"
por,RT @ChubbyEChaser: #TBT daquela metida gostosa no rabão do meu marido 🍁😈😏 ... https://t.co/6OokHwTFic
por,"@LevesTombos ele olhou, tipo Linda, to gravando kkkk"
por,COMO PODE SER TÃO LINDO MEU DEUS
por,"RT @isaalenncar_: Gente, e meu gato que não sabe beber água na fonte KKKKKK @BichinhosFB https://t.co/0PcrNwomyV"
por,@Skulls_Mystery lindo agora manda foto do olho do **
por,"RT @rodrixxt: mi: “te amo!”
ste: “que?”
mi: “te amo!”
ste: “ai que linda, eu tbm amo você!”
mi: “é o primeiro!” 🆘🆘🆘
(beijinhos)
mi: “boa no…"
spa,@mallszx @jakemyrefuge @ENHYPEN_members Que linda 😍
por,@joshconceptual nem sei mais
glg,RT @DjIsaaa: a vida tá gostosa amor 😂😂😂😂😂 https://t.co/09jACMUIT7
por,"RT @beatrovs: E ama os animais, tá ligado eu sou o bicho 😻🐈🛹
Divulgando a adoção do Chorão, gato super fofo e meigo, para quem procura um c…"
por,"RT @LinaNakamura: Mais um pra marcar bem essa hashtag mais gostosa do Twitter #GostosasConfrariaRS 
🔥 @Confraria161
🔥 @ConfraNews 
🎬 https:…"
spa,@manurebs eu sonhei que eu tinha um gato foi estranho
por,"@carolin30575079 vindo de uma grande gostosa, vou tentar acreditar"
por,"RT @isaalenncar_: Gente, e meu gato que não sabe beber água na fonte KKKKKK @BichinhosFB https://t.co/0PcrNwomyV"
epo,meio rafis hj
tsn,@aicarolho1 mto triste olhar foto antiga e ficar oxe eu era mo gostosa e n sabia
ita,@vlssws esse icon eh lindo
glg,"deus me fez gostosa, mas antes me deu uns aninhos pra testar minha humildade 

deus me fez gostosa, mas ante… https://t.co/6HWrZksogz"
por,RT @otavvior: tem dobrinha na barriga= gostoso(a)
por,Eita homem lindo da porra
por,"quanto vc mudou em 2 anos?

eu me achava linda, credo https://t.co/SzybZ0sSgH"
por,@vitorjann vc é lindo vei
por,Acho lindo quem tem grupinho de amiguinhos meus amigo são tdo aleatório e normalmente não tem vínculos em comum fic… https://t.co/0zSXM2CoQT
glg,"@_EXP0SED__ eu tenho, puta gostoso
#followtrick #AFazenda #AFazenda12 @CRAVITY_twt @loonatheworld https://t.co/uR7zQ1ZTrN"
por,@icarusfsm q linda fancam
por,@dmtyaman Lindo de se ver!🙆🏻‍♀️🤍
por,pq não nasci linda papai do céu??
por,RT @chinainboxz: e nas brigas eu to sempre do lado da mais gostosa
spa,@bresantosdc Chorei ;-; Que lindo!!
por,"sem condições esse álbum do Gil com a Flor
QUE COISA MAIS LINDA
https://t.co/cX094kSgVz"
por,RT @ChubbyEChaser: #TBT daquela metida gostosa no rabão do meu marido 🍁😈😏 ... https://t.co/6OokHwTFic
por,"@LevesTombos ele olhou, tipo Linda, to gravando kkkk"
por,COMO PODE SER TÃO LINDO MEU DEUS
por,"RT @isaalenncar_: Gente, e meu gato que não sabe beber água na fonte KKKKKK @BichinhosFB https://t.co/0PcrNwomyV"
por,@Skulls_Mystery lindo agora manda foto do olho do **
por,"RT @rodrixxt: mi: “te amo!”
ste: “que?”
mi: “te amo!”
ste: “ai que linda, eu tbm amo você!”
mi: “é o primeiro!” 🆘🆘🆘
(beijinhos)
mi: “boa no…"
spa,@mallszx @jakemyrefuge @ENHYPEN_members Que linda 😍
por,@joshconceptual nem sei mais
glg,RT @DjIsaaa: a vida tá gostosa amor 😂😂😂😂😂 https://t.co/09jACMUIT7
por,"RT @beatrovs: E ama os animais, tá ligado eu sou o bicho 😻🐈🛹
Divulgando a adoção do Chorão, gato super fofo e meigo, para quem procura um c…"
por,"RT @LinaNakamura: Mais um pra marcar bem essa hashtag mais gostosa do Twitter #GostosasConfrariaRS 
🔥 @Confraria161
🔥 @ConfraNews 
🎬 https:…"
spa,@manurebs eu sonhei que eu tinha um gato foi estranho
por,"@carolin30575079 vindo de uma grande gostosa, vou tentar acreditar"
por,"RT @isaalenncar_: Gente, e meu gato que não sabe beber água na fonte KKKKKK @BichinhosFB https://t.co/0PcrNwomyV"
epo,meio rafis hj
tsn,@aicarolho1 mto triste olhar foto antiga e ficar oxe eu era mo gostosa e n sabia
ita,@vlssws esse icon eh lindo
glg,"deus me fez gostosa, mas antes me deu uns aninhos pra testar minha humildade 

deus me fez gostosa, mas ante… https://t.co/6HWrZksogz"
por,RT @otavvior: tem dobrinha na barriga= gostoso(a)
por,Eita homem lindo da porra
por,"quanto vc mudou em 2 anos?

eu me achava linda, credo https://t.co/SzybZ0sSgH"
por,@vitorjann vc é lindo vei
por,Acho lindo quem tem grupinho de amiguinhos meus amigo são tdo aleatório e normalmente não tem vínculos em comum fic… https://t.co/0zSXM2CoQT
glg,"@_EXP0SED__ eu tenho, puta gostoso
#followtrick #AFazenda #AFazenda12 @CRAVITY_twt @loonatheworld https://t.co/uR7zQ1ZTrN"
por,"RT @CFAnyGabrielly: Boa dia, Sunshines! ☀️ Que lindo dia, né? Hoje queremos vocês aqui com a gente o tempo todo! 💛 #DezoitAny"
por,@icarusfsm q linda fancam
por,@dmtyaman Lindo de se ver!🙆🏻‍♀️🤍
por,pq não nasci linda papai do céu??
por,RT @chinainboxz: e nas brigas eu to sempre do lado da mais gostosa
spa,@bresantosdc Chorei ;-; Que lindo!!
por,"sem condições esse álbum do Gil com a Flor
QUE COISA MAIS LINDA
https://t.co/cX094kSgVz"
por,RT @ChubbyEChaser: #TBT daquela metida gostosa no rabão do meu marido 🍁😈😏 ... https://t.co/6OokHwTFic
por,"@LevesTombos ele olhou, tipo Linda, to gravando kkkk"
por,COMO PODE SER TÃO LINDO MEU DEUS
por,"RT @isaalenncar_: Gente, e meu gato que não sabe beber água na fonte KKKKKK @BichinhosFB https://t.co/0PcrNwomyV"
por,@Skulls_Mystery lindo agora manda foto do olho do **
por,"RT @rodrixxt: mi: “te amo!”
ste: “que?”
mi: “te amo!”
ste: “ai que linda, eu tbm amo você!”
mi: “é o primeiro!” 🆘🆘🆘
(beijinhos)
mi: “boa no…"
spa,@mallszx @jakemyrefuge @ENHYPEN_members Que linda 😍
por,@joshconceptual nem sei mais
glg,RT @DjIsaaa: a vida tá gostosa amor 😂😂😂😂😂 https://t.co/09jACMUIT7
por,"RT @beatrovs: E ama os animais, tá ligado eu sou o bicho 😻🐈🛹
Divulgando a adoção do Chorão, gato super fofo e meigo, para quem procura um c…"
por,"RT @LinaNakamura: Mais um pra marcar bem essa hashtag mais gostosa do Twitter #GostosasConfrariaRS 
🔥 @Confraria161
🔥 @ConfraNews 
🎬 https:…"
spa,@manurebs eu sonhei que eu tinha um gato foi estranho
por,"@carolin30575079 vindo de uma grande gostosa, vou tentar acreditar"
por,"RT @isaalenncar_: Gente, e meu gato que não sabe beber água na fonte KKKKKK @BichinhosFB https://t.co/0PcrNwomyV"
epo,meio rafis hj
tsn,@aicarolho1 mto triste olhar foto antiga e ficar oxe eu era mo gostosa e n sabia
ita,@vlssws esse icon eh lindo
glg,"deus me fez gostosa, mas antes me deu uns aninhos pra testar minha humildade 

deus me fez gostosa, mas ante… https://t.co/6HWrZksogz"
por,RT @otavvior: tem dobrinha na barriga= gostoso(a)
por,Eita homem lindo da porra
por,"quanto vc mudou em 2 anos?

eu me achava linda, credo https://t.co/SzybZ0sSgH"
por,@vitorjann vc é lindo vei
por,Acho lindo quem tem grupinho de amiguinhos meus amigo são tdo aleatório e normalmente não tem vínculos em comum fic… https://t.co/0zSXM2CoQT
glg,"@_EXP0SED__ eu tenho, puta gostoso
#followtrick #AFazenda #AFazenda12 @CRAVITY_twt @loonatheworld https://t.co/uR7zQ1ZTrN"
por,"RT @CFAnyGabrielly: Boa dia, Sunshines! ☀️ Que lindo dia, né? Hoje queremos vocês aqui com a gente o tempo todo! 💛 #DezoitAny"
por,Sentei no vômito do gato 😭😭😭😭 eu tinha acabado de me arrumar aff
por,@icarusfsm q linda fancam
por,@dmtyaman Lindo de se ver!🙆🏻‍♀️🤍
por,pq não nasci linda papai do céu??
por,RT @chinainboxz: e nas brigas eu to sempre do lado da mais gostosa
spa,@bresantosdc Chorei ;-; Que lindo!!
por,"sem condições esse álbum do Gil com a Flor
QUE COISA MAIS LINDA
https://t.co/cX094kSgVz"
por,RT @ChubbyEChaser: #TBT daquela metida gostosa no rabão do meu marido 🍁😈😏 ... https://t.co/6OokHwTFic
por,"@LevesTombos ele olhou, tipo Linda, to gravando kkkk"
por,COMO PODE SER TÃO LINDO MEU DEUS
por,"RT @isaalenncar_: Gente, e meu gato que não sabe beber água na fonte KKKKKK @BichinhosFB https://t.co/0PcrNwomyV"
por,@Skulls_Mystery lindo agora manda foto do olho do **
por,"RT @rodrixxt: mi: “te amo!”
ste: “que?”
mi: “te amo!”
ste: “ai que linda, eu tbm amo você!”
mi: “é o primeiro!” 🆘🆘🆘
(beijinhos)
mi: “boa no…"
spa,@mallszx @jakemyrefuge @ENHYPEN_members Que linda 😍
por,@joshconceptual nem sei mais
glg,RT @DjIsaaa: a vida tá gostosa amor 😂😂😂😂😂 https://t.co/09jACMUIT7
por,"RT @beatrovs: E ama os animais, tá ligado eu sou o bicho 😻🐈🛹
Divulgando a adoção do Chorão, gato super fofo e meigo, para quem procura um c…"
por,"RT @LinaNakamura: Mais um pra marcar bem essa hashtag mais gostosa do Twitter #GostosasConfrariaRS 
🔥 @Confraria161
🔥 @ConfraNews 
🎬 https:…"
spa,@manurebs eu sonhei que eu tinha um gato foi estranho
por,"@carolin30575079 vindo de uma grande gostosa, vou tentar acreditar"
por,"RT @isaalenncar_: Gente, e meu gato que não sabe beber água na fonte KKKKKK @BichinhosFB https://t.co/0PcrNwomyV"
epo,meio rafis hj
tsn,@aicarolho1 mto triste olhar foto antiga e ficar oxe eu era mo gostosa e n sabia
ita,@vlssws esse icon eh lindo
glg,"deus me fez gostosa, mas antes me deu uns aninhos pra testar minha humildade 

deus me fez gostosa, mas ante… https://t.co/6HWrZksogz"
por,RT @otavvior: tem dobrinha na barriga= gostoso(a)
por,Eita homem lindo da porra
por,"quanto vc mudou em 2 anos?

eu me achava linda, credo https://t.co/SzybZ0sSgH"
por,@vitorjann vc é lindo vei
por,Acho lindo quem tem grupinho de amiguinhos meus amigo são tdo aleatório e normalmente não tem vínculos em comum fic… https://t.co/0zSXM2CoQT
glg,"@_EXP0SED__ eu tenho, puta gostoso
#followtrick #AFazenda #AFazenda12 @CRAVITY_twt @loonatheworld https://t.co/uR7zQ1ZTrN"
por,"RT @CFAnyGabrielly: Boa dia, Sunshines! ☀️ Que lindo dia, né? Hoje queremos vocês aqui com a gente o tempo todo! 💛 #DezoitAny"
por,Sentei no vômito do gato 😭😭😭😭 eu tinha acabado de me arrumar aff
spa,@gizellybicalho Que linda cara https://t.co/yFYpccqT4R
por,@icarusfsm q linda fancam
por,@dmtyaman Lindo de se ver!🙆🏻‍♀️🤍
por,pq não nasci linda papai do céu??
por,RT @chinainboxz: e nas brigas eu to sempre do lado da mais gostosa
spa,@bresantosdc Chorei ;-; Que lindo!!
por,"sem condições esse álbum do Gil com a Flor
QUE COISA MAIS LINDA
https://t.co/cX094kSgVz"
por,RT @ChubbyEChaser: #TBT daquela metida gostosa no rabão do meu marido 🍁😈😏 ... https://t.co/6OokHwTFic
por,"@LevesTombos ele olhou, tipo Linda, to gravando kkkk"
por,COMO PODE SER TÃO LINDO MEU DEUS
por,"RT @isaalenncar_: Gente, e meu gato que não sabe beber água na fonte KKKKKK @BichinhosFB https://t.co/0PcrNwomyV"
por,@Skulls_Mystery lindo agora manda foto do olho do **
por,"RT @rodrixxt: mi: “te amo!”
ste: “que?”
mi: “te amo!”
ste: “ai que linda, eu tbm amo você!”
mi: “é o primeiro!” 🆘🆘🆘
(beijinhos)
mi: “boa no…"
spa,@mallszx @jakemyrefuge @ENHYPEN_members Que linda 😍
por,@joshconceptual nem sei mais
glg,RT @DjIsaaa: a vida tá gostosa amor 😂😂😂😂😂 https://t.co/09jACMUIT7
por,"RT @beatrovs: E ama os animais, tá ligado eu sou o bicho 😻🐈🛹
Divulgando a adoção do Chorão, gato super fofo e meigo, para quem procura um c…"
por,"RT @LinaNakamura: Mais um pra marcar bem essa hashtag mais gostosa do Twitter #GostosasConfrariaRS 
🔥 @Confraria161
🔥 @ConfraNews 
🎬 https:…"
spa,@manurebs eu sonhei que eu tinha um gato foi estranho
por,"@carolin30575079 vindo de uma grande gostosa, vou tentar acreditar"
por,"RT @isaalenncar_: Gente, e meu gato que não sabe beber água na fonte KKKKKK @BichinhosFB https://t.co/0PcrNwomyV"
epo,meio rafis hj
tsn,@aicarolho1 mto triste olhar foto antiga e ficar oxe eu era mo gostosa e n sabia
ita,@vlssws esse icon eh lindo
glg,"deus me fez gostosa, mas antes me deu uns aninhos pra testar minha humildade 

deus me fez gostosa, mas ante… https://t.co/6HWrZksogz"
por,RT @otavvior: tem dobrinha na barriga= gostoso(a)
por,Eita homem lindo da porra
